feature,coefficient_log_price,absolute_coefficient,is_zero
cat__exterior_color_santorini black,0.042812842424057126,0.042812842424057126,False
num__missingindicator_engine_size,0.04246565237066508,0.04246565237066508,False
cat__model_xc60 t5 momentum,0.04215233977658769,0.04215233977658769,False
cat__model_taos 1.5t se,-0.04201472907866031,0.04201472907866031,False
cat__model_romeo giulia ti,-0.04200402127020048,0.04200402127020048,False
cat__engine_2.4l i4 16v mpfi dohc,-0.04100211826982317,0.04100211826982317,False
cat__interior_color_blonde,0.0408251361423442,0.0408251361423442,False
cat__transmission_8-speed automatic with auto-shift,0.04067465512717785,0.04067465512717785,False
cat__engine_3.5l v6 24v pdi dohc hybrid,0.040427200453699984,0.040427200453699984,False
cat__exterior_color_crystal white tricoat,0.04018977023186605,0.04018977023186605,False
"cat__engine_multiair 1.4l i-4 variable valve control, engine with 101hp",-0.039773538192155525,0.039773538192155525,False
cat__model_frontier sv,-0.03949700825821763,0.03949700825821763,False
cat__transmission_7-speed automatic,-0.03928276713199422,0.03928276713199422,False
cat__model_escalade luxury,-0.0392807029042338,0.0392807029042338,False
cat__model_cx-5 grand touring,0.038542522471460235,0.038542522471460235,False
cat__exterior_color_onyx black metallic,0.038516540901903956,0.038516540901903956,False
cat__transmission_8-speed automatic,0.03818096313382771,0.03818096313382771,False
cat__model_sportage lx,-0.03800575124198016,0.03800575124198016,False
cat__engine_3.5l v6 24v gdi sohc,-0.03723002592634023,0.03723002592634023,False
cat__engine_2.5l i4 16v pdi dohc turbo,-0.03508235559087163,0.03508235559087163,False
cat__exterior_color_mythos black metallic,0.034795254958579186,0.034795254958579186,False
cat__engine_3.3l v6 24v gdi dohc,0.03465348031173674,0.03465348031173674,False
cat__exterior_color_stellar black metallic,0.03450223214623432,0.03450223214623432,False
cat__model_rover range rover evoque s,-0.03425664698619768,0.03425664698619768,False
cat__model_xt5 premium luxury,0.032571775751694475,0.032571775751694475,False
cat__exterior_color_crystal black pearl,-0.03240645200450614,0.03240645200450614,False
cat__interior_color_parchment,0.03130409704674465,0.03130409704674465,False
cat__model_500 sport,-0.031101809497475028,0.031101809497475028,False
cat__interior_color_titan black,0.030982809522601795,0.030982809522601795,False
cat__model_cr-v ex-l,0.03028491010858321,0.03028491010858321,False
cat__engine_3.5l v6 24v gdi dohc twin turbo,0.029674212955383007,0.029674212955383007,False
cat__exterior_color_beige,-0.029642108675992113,0.029642108675992113,False
cat__exterior_color_alpine white,-0.02844698379240222,0.02844698379240222,False
cat__brand_ford,0.02838487432220796,0.02838487432220796,False
cat__exterior_color_santorini black metallic,0.028060951697553016,0.028060951697553016,False
cat__transmission_7-speed automatic with auto-shift,0.028009241224212878,0.028009241224212878,False
cat__exterior_color_glacier white,0.027994326020386744,0.027994326020386744,False
cat__engine_electric motor,-0.027716257968676498,0.027716257968676498,False
cat__transmission_8-speed automatic with tiptronic,0.0275726023300196,0.0275726023300196,False
cat__model_500x easy,0.0275298125322296,0.0275298125322296,False
binary__remote_start,0.027410236566855845,0.027410236566855845,False
cat__model_tundra sr5,-0.02712102192047411,0.02712102192047411,False
