alpha,l1_coefficient_norm,l2_coefficient_norm,max_absolute_coefficient,active_features
0.1,66.29108153519093,4.064735357249828,0.8583873210362724,630
1.0,61.68353647687625,3.766159313685859,0.8128200144358317,630
10.0,47.55935255884893,2.9393298015341314,0.609924235103759,630
100.0,22.34676735516698,1.5184066775672427,0.5020476751511422,630
